chapter,chapter_num,block,prefix,icd_version
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q68,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q69,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q70,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q71,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q72,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q73,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q74,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q75,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q76,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q77,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q78,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q65-Q79 Congenital malformations and deformations of the musculoskeletal system,Q79,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q80,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q81,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q82,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q83,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q84,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q85,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q86,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q87,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q88,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,Q80-Q89 Other congenital malformations,Q89,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q90,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q91,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q92,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q93,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q94,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q95,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q96,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q97,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q98,10
"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities",17,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",Q99,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R00,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R01,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R02,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R03,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R04,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R05,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R06,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R07,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R08,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R00-R09 Symptoms and signs involving the circulatory and respiratory systems,R09,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R10,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R11,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R12,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R13,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R14,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R15,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R16,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R17,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R18,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R10-R19 Symptoms and signs involving the digestive system and abdomen,R19,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R20-R23 Symptoms and signs involving the skin and subcutaneous tissue,R20,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R20-R23 Symptoms and signs involving the skin and subcutaneous tissue,R21,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R20-R23 Symptoms and signs involving the skin and subcutaneous tissue,R22,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R20-R23 Symptoms and signs involving the skin and subcutaneous tissue,R23,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R25-R29 Symptoms and signs involving the nervous and musculoskeletal systems,R25,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R25-R29 Symptoms and signs involving the nervous and musculoskeletal systems,R26,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R25-R29 Symptoms and signs involving the nervous and musculoskeletal systems,R27,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R25-R29 Symptoms and signs involving the nervous and musculoskeletal systems,R28,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R25-R29 Symptoms and signs involving the nervous and musculoskeletal systems,R29,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R30,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R31,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R32,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R33,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R34,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R35,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R36,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R37,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R38,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R30-R39 Symptoms and signs involving the urinary system,R39,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour",R40,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour",R41,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour",R42,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour",R43,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour",R44,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour",R45,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour",R46,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R47-R49 Symptoms and signs involving speech and voice,R47,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R47-R49 Symptoms and signs involving speech and voice,R48,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R47-R49 Symptoms and signs involving speech and voice,R49,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R50,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R51,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R52,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R53,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R54,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R55,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R56,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R57,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R58,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R59,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R60,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R61,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R62,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R63,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R64,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R65,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R66,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R67,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R68,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R50-R69 General symptoms and signs,R69,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R70,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R71,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R72,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R73,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R74,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R75,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R76,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R77,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R78,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R70-R79 Abnormal findings on examination of blood, without diagnosis",R79,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R80-R82 Abnormal findings on examination of urine, without diagnosis",R80,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R80-R82 Abnormal findings on examination of urine, without diagnosis",R81,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R80-R82 Abnormal findings on examination of urine, without diagnosis",R82,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R83-R89 Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R83-R89 Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R84,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R83-R89 Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R85,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R83-R89 Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R86,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R83-R89 Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R87,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R83-R89 Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R88,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R83-R89 Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R89,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R90-R94 Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R90-R94 Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R91,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R90-R94 Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R92,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R90-R94 Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R93,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,"R90-R94 Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R95-R99 Ill-defined and unknown causes of mortality,R95,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R95-R99 Ill-defined and unknown causes of mortality,R96,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R95-R99 Ill-defined and unknown causes of mortality,R97,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R95-R99 Ill-defined and unknown causes of mortality,R98,10
"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,R95-R99 Ill-defined and unknown causes of mortality,R99,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S00,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S01,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S02,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S03,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S04,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S05,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S06,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S07,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S08,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S00-S09 Injuries to the head,S09,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S10,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S11,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S12,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S13,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S14,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S15,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S16,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S17,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S18,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S10-S19 Injuries to the neck,S19,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S20,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S21,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S22,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S23,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S24,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S25,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S26,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S27,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S28,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S20-S29 Injuries to the thorax,S29,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S30,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S31,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S32,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S33,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S34,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S35,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S36,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S37,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S38,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,"S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis",S39,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S40,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S41,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S42,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S43,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S44,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S45,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S46,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S47,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S48,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S40-S49 Injuries to the shoulder and upper arm,S49,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S50,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S51,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S52,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S53,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S54,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S55,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S56,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S57,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S58,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S50-S59 Injuries to the elbow and forearm,S59,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S60,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S61,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S62,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S63,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S64,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S65,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S66,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S67,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S68,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S60-S69 Injuries to the wrist and hand,S69,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S70,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S71,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S72,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S73,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S74,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S75,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S76,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S77,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S78,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S70-S79 Injuries to the hip and thigh,S79,10
"Chapter XIX Injury, poisoning and certain other consequences of external causes",19,S80-S89 Injuries to the knee and lower leg,S80,10
